20240917090007,0,1003.92,44.8,56.67,102954.82,1526.65
20240917091007,0,1003.88,45.56,52.57,103009.63,1596.86
20240917092007,0,1003.85,46.73,49.11,101803.56,1648.94
20240917093007,0,1003.73,47.35,46.2,102222.06,1685.92
20240917094007,0,1003.64,48.51,43.1,104451.62,1707.54
20240917095007,0,1003.5,49.56,38.8,106992.22,1732.63
20240917100007,0,1003.38,50.52,34.97,110954.33,1731.6
20240917101007,0,1003.27,51.99,30.03,115185.61,1733.2
20240917102007,0,1003.16,52.41,28.71,117691.72,1750.06
20240917103007,0,1003.02,52.13,26.8,117758.2,1756.22
20240917104007,0,1002.89,51.91,25.49,117697.82,1771.02
20240917105007,0,1002.81,51.76,23.8,114315.56,1764.55
20240917110007,0,1002.65,52.09,23.08,109609.01,1765.49
20240917111007,0,1002.62,51.06,23.43,107559.85,1779.52
20240917112007,0,1002.64,49.84,24.74,110297.75,1794.73
20240917113007,0,1002.59,48.41,26.84,112550.31,1789.69
20240917114007,0,1002.43,49.29,26.14,116908.81,1789.35
20240917115007,0,1002.35,49.11,26.17,117758.2,1796.71
20240917120007,0,1002.3,48.59,26.75,117758.2,1822.9
20240917121007,0,1002.21,47.74,28.15,117758.2,1844.96
20240917122007,0,1002.15,46.56,28.98,117758.2,1839.25
20240917123007,0,1002.04,46.68,28.98,117758.2,1790.87
20240917124007,0,1001.93,44.73,32.6,112485.63,1660.53
20240917125007,0,1001.88,44.17,34.86,117758.2,1673.97
20240917130007,0,1001.67,44.08,36.48,117587.5,1583.52
20240917131007,0,1001.49,43.18,39.37,114079.63,1520.74
20240917132007,0,1001.36,43.07,41.06,111237.88,1478.3
20240917133007,0,1001.3,42.87,42.39,107355.37,1369.26
20240917134007,0,1001.2,43.11,44.03,107014.32,1341.45
20240917135007,0,1001.24,38.84,53.98,24700.36,193.04
20240917140007,0,1001.13,38.74,56.12,89854.54,1020.99
20240917141007,0,1001.06,41.06,51.2,94468.9,1105.09
20240917142007,0,1000.94,41.75,49,72391.61,756.85
20240917143007,0,1000.85,39.84,53.18,51642.2,476.75
20240917144007,0,1000.79,39.93,53.12,64542.14,611.24
20240917145007,0,1000.78,40.38,52.15,60307.74,500.21
20240917150007,0,1000.74,39.45,54.36,30474.86,178.9
20240917151007,0,1000.75,37.19,61.02,19354.42,64.73
20240917152007,0,1000.75,36.35,65.21,19092.42,67.03
20240917153007,0,1000.82,35.75,65.6,19344.08,101.95
20240917154007,0,1000.8,35.25,66.77,14689.42,37.85
20240917155007,0,1000.78,34.19,76.2,14979.17,41.6
20240917160007,0,1000.88,33.84,81.88,16119.83,45.77
20240917161007,0,1000.87,33.53,83.84,14770.08,38.76
20240917162007,0,1000.9,33.05,88.1,10220,17.1
20240917163007,0,1000.88,31.83,94.3,5839.17,4.45
20240917164007,0,1000.85,31.21,99.96,4552.5,2.5
20240917165007,0,1000.81,31.2,100,5210.58,4.19
20240919090007,0,999.88,44.96,42.76,104064.93,1488.64
20240919091007,0,999.83,45.41,41.55,103842.84,1555.54
20240919092007,0,999.75,45.82,40.22,103005.67,1611.06
20240919093007,0,999.61,46.06,39.7,103902.31,1658.64
20240919094007,0,999.46,46.48,38.16,106953.95,1696.73
20240919095007,0,999.34,46.95,37.64,108930.15,1729
20240919100007,0,999.27,46.92,38.14,112974.73,1746.61
20240919101007,0,999.14,47.65,37.64,116181.08,1756.49
20240919102007,0,999.03,48.31,36.64,117756.04,1765.64
20240919103007,0,998.9,47.92,37.03,117758.2,1796.01
20240919104007,0,998.8,48.17,37.4,117758.2,1800.32
20240919105007,0,998.83,48.63,36.18,116806.21,1837.81
20240919110007,0,998.78,49.92,35.06,109794.81,1717.52
20240919111007,0,998.74,49.3,35.84,86338.04,1407.67
20240919112007,0,998.66,49.03,36.43,111145.34,1793.54
20240919113007,0,998.64,49.45,35.85,113797.88,1757.42
20240919114007,0,998.54,49.97,34.65,117571.68,1755.51
20240919115007,0,998.37,50.31,34.09,117758.2,1746.2
20240919120007,0,998.25,50.78,33.62,117758.2,1715.46
20240919121007,0,998.27,50.39,32.7,117758.2,1705.26
20240919122007,0,998.29,49.54,34.24,117758.2,1693.26
20240919123007,0,998.24,49.12,34.58,117758.2,1676.57
20240919124007,0,998.04,48.48,35.01,117758.2,1650.01
20240919125007,0,997.84,48.12,35.67,117758.2,1641.48
20240919130007,0,997.78,48.72,34.99,108452.18,1487.28
20240919131007,0,997.71,46.63,37.94,50612.78,482.5
20240919132007,0,997.67,43.73,43.43,59006.06,689.79
20240919133007,0,997.64,43.2,45.01,34215.93,182.07
20240919134007,0,997.55,41.81,49.02,44186.04,282.88
20240919135007,0,997.52,42.04,49.55,47442.82,334.43
20240919140007,0,997.51,41.27,51.61,37591.09,210.61
20240919141007,0,997.44,39.61,54.84,28083.17,124.95
20240919142007,0,997.43,38.98,57.54,27878.92,122.21
20240919143007,0,997.32,39.06,57.44,41378.81,250.51
20240919144007,0,997.38,39.09,57.96,32548.92,160.53
20240919145007,0,997.48,39.21,58.31,28522.5,126.65
20240919150007,0,997.66,38.74,60,27527.84,119.12
20240919151007,0,997.67,38.58,61.03,24709.5,95.94
20240919152007,0,997.68,37.86,62.8,16921.5,45.01
20240919153007,0,997.69,36.49,67.95,11380.25,20.18
20240919154007,0,997.74,35.22,76.18,9540.75,12.86
20240919155007,0,997.9,34.51,83.94,8729.17,10.7
20240919160007,0,997.92,34.21,88.35,7998.17,10.63
20240919161007,0,997.99,34.23,90.86,7139,9.27
20240919162007,0,998.04,33.68,93.79,7027.92,6.08
20240919163007,0,998.03,33.07,97.37,6184.42,4.74
20240919164007,0,998,32.46,100,5724.58,3.84
20240919165007,0,998.02,32,100,4270.33,1.89
20240921090007,0,1000.4,35.2,87.95,48616.25,379.79
20240921091007,0,1000.12,36.96,80.2,53319.39,457.22
20240921092007,0,1000.02,38.1,73.76,44673.55,324.03
20240921093007,0,999.97,41.43,63.98,71391.82,838.84
20240921094007,0,999.85,44.72,52.01,80663.69,1032.51
20240921095007,0,999.65,45.22,46.47,71120.13,821.75
20240921100007,0,999.52,44.12,47.52,69857.83,791.44
20240921101007,0,999.49,43.34,48.97,66732.16,715.2
20240921102007,0,999.52,44.4,46.23,82813.66,1067.03
20240921103007,0,999.55,45.78,42.32,85063.88,1101.26
20240921104007,0,999.48,47.27,38.64,102625.46,1537.95
20240921105007,0,999.4,46.91,37.6,75888.68,949.44
20240921110007,0,999.23,45.32,40.9,72329.61,921.73
20240921111007,0,998.89,47.78,37.61,93834.79,1426.55
