20240916150012,0,1001.33,37.81,100,7627.5,46.55
20240916151012,0,1001.4,36.66,100,10026.5,59.49
20240916152012,0,1001.48,35.81,100,13235.58,99.86
20240916153012,0,1001.56,35.5,100,8958.75,46.87
20240916154012,0,1001.61,35.02,100,8831.25,45.56
20240916155012,0,1001.71,34.75,100,8780.75,45.68
20240916160012,0,1001.75,34.9,100,11110.08,62.94
20240916161012,0,1001.82,34.84,100,10443.17,55.3
20240916162012,0,1001.97,34.42,100,4775.83,13.62
20240916163012,0,1002.11,33.61,100,1824.17,2.4
20240916164012,0,1002.29,33.04,100,1692,2.12
20240916165012,0,1002.59,32.62,100,1123.33,1
20240917090012,0,1012.11,28.28,100,2602,4.28
20240917091012,0,1012.15,28.42,100,2703.83,4.91
20240917092012,0,1012.17,28.63,100,2799.33,5.52
20240917093012,0,1012.07,28.88,100,2884.84,6.18
20240917094012,0,1012.07,29.08,100,2964.92,6.92
20240917095012,0,1011.99,29.15,100,3035.67,7.59
20240917100012,0,1011.56,29.18,100,3078.92,8.13
20240917101012,0,1009.65,29.15,100,3117.08,8.41
20240917102012,0,1006.21,29.38,100,3161.83,8.89
20240917103012,0,1005.93,29.73,100,3212.58,9.44
20240917104012,0,1006.3,30.02,100,3283.42,10.15
20240917105012,0,1006.24,30.37,100,3332.16,10.83
20240917110012,0,1005.79,30.64,100,3394,11.68
20240917111012,0,1005.66,30.99,100,3686.83,14.91
20240917112012,0,1005.68,31.42,100,4105.08,20.03
20240917113012,0,1005.6,34.42,100,16115.5,766.85
20240917114012,0,1005.25,44.97,100,27532.25,1118.46
20240917115012,0,1005,49.76,100,29831.33,1075.18
20240917120012,0,1004.86,51.66,100,31172.58,1060.75
20240917121012,0,1004.71,53.01,98.97,33784.58,1048.51
20240917122012,0,1004.56,51.91,94.6,40890.82,1049.54
20240917123012,0,1004.35,50.82,94.83,47138.14,1048.27
20240917124012,0,1004.15,49.73,96.09,50218.17,1036.07
20240917125012,0,1003.98,49.98,98.06,60102.77,1052.79
20240917130012,0,1003.79,51.06,98.23,69453.71,1038.33
20240917131012,0,1003.65,53.2,97.45,78208.98,1024.44
20240917132012,0,1003.49,53.21,95.78,85053.64,1024.29
20240917133012,0,1003.21,51.69,97.51,90052.73,1027.15
20240917134012,0,1003.08,52.04,96.87,92568.71,1009
20240917135012,0,1002.88,44.3,100,19771.03,232.24
20240917140012,0,1002.9,45.07,100,84174.49,1039.76
20240917141012,0,1002.88,49.04,100,101556.31,1027.92
