20240916150009,0,999.73,33.49,66.57,10044.75,22.01
20240916151009,0,999.82,34.02,65.67,12768.08,34
20240916152009,0,999.84,34.11,66.21,12611.08,34.94
20240916153009,0,999.91,33.91,67.91,10069.17,21.01
20240916154009,0,999.91,33.42,69.64,9398.25,18.63
20240916155009,0,999.98,33.58,68.42,9481.08,18.84
20240916160009,0,1000.01,33.12,71.18,8048.17,14.13
20240916161009,0,1000.06,33.31,69.24,6783.33,10.43
20240916162009,0,1000.2,33.09,69.51,4101.67,4.17
20240916163009,0,1000.31,32.77,69.65,3314.92,2.62
20240916164009,0,1000.45,32.41,70.76,3164.67,2.37
20240916165009,0,1000.6,32.16,74.12,2159.58,1.24
20240917090009,0,1004.47,46.52,37.07,101350.21,1284.85
20240917091009,0,1004.42,47.01,34.48,104866.52,1302.39
20240917092009,0,1004.35,47.58,33.59,106449.2,1307.67
20240917093009,0,1004.18,47.93,31.84,107427.42,1316.41
20240917094009,0,1004.12,49.06,29.89,108845.7,1311.96
20240917095009,0,1003.99,49.63,27.51,111300.41,1316.22
20240917100009,0,1003.84,50.08,26.55,113764.82,1301.52
20240917101009,0,1003.71,52.12,23.81,116999.56,1278.78
20240917102009,0,1003.57,51.47,22.26,117745.44,1294.54
20240917103009,0,1003.39,50.91,20.82,117507.53,1314.36
20240917104009,0,1003.26,49.01,21.85,116342.62,1359.34
20240917105009,0,1003.14,48.89,21.86,116293.74,1364.57
20240917110009,0,1002.99,50.96,20.86,117754.96,1314.74
20240917111009,0,1002.97,49.39,20.89,116067.16,1357.16
20240917112009,0,1002.93,47.4,24.5,111577.12,1386.69
20240917113009,0,1002.91,50.11,21.78,110249.96,1327.54
20240917114009,0,1002.74,47.16,23,104564.46,1381.54
20240917115009,0,1002.62,45.28,24.99,102919.42,1399.86
20240917120009,0,1002.55,46.72,25.27,103378.52,1371.34
20240917121009,0,1002.47,48.34,23.3,104196.82,1360.97
20240917122009,0,1002.39,47.43,22.89,100302.82,1368.99
20240917123009,0,1002.25,46.63,24.42,93571.36,1347.39
20240917124009,0,1002.12,45.68,26.94,82509.09,1232.98
20240917125009,0,1002.07,47.18,25.42,67596.16,979.57
20240917130009,0,1001.81,42.03,35.09,6420.83,11.34
20240917131009,0,1001.63,37.55,45.56,5779.83,9.07
20240917132009,0,1001.54,35.02,54.77,5643.08,8.52
20240917133009,0,1001.47,33.72,60.75,5014.92,6.59
20240917134009,0,1001.4,33.11,66.1,5158.17,6.95
20240917135009,0,1001.42,33.36,64.62,5554.33,6.85
20240917140009,0,1001.34,33.46,63.77,7526.42,14.36
20240917141009,0,1001.28,33.5,64.04,5953.75,9.47
