20240901090008,0,1005.17,32.05,89.93,5328.25,8
20240901091008,0,1005.17,32.36,86.85,5512.42,8.47
20240901092008,0,1005.11,32.47,85.68,5730.83,8.8
20240901093008,0,1005.11,32.89,82.75,6013.33,9.38
20240901094008,0,1004.86,33.06,80.97,6169.92,9.51
20240901095008,0,1004.67,33.31,79.57,6272.25,9.68
20240901100008,0,1004.6,33.29,78.82,6514.33,10.02
20240901101008,0,1004.58,33.43,77.46,6818.17,10.36
20240901102008,0,1004.53,33.68,75.16,7041.25,10.72
20240901103008,0,1004.49,33.81,74.32,7452.33,11.42
20240901104008,0,1004.44,34.19,73.7,42672.51,445.97
20240901105008,0,1004.31,42.47,48.23,84576.93,1393.59
20240901110008,0,1004.13,47.88,32.94,88116.95,1423.11
20240901111008,0,1004.02,49.98,28.39,91349.71,1455.04
20240901112008,0,1003.9,51.16,25.66,93578.55,1485.44
20240901113008,0,1003.82,51.56,24.43,95474.26,1505.05
20240901114008,0,1003.73,51.92,23.28,99288.48,1520.74
20240901115008,0,1003.62,53.2,21.86,101870.41,1530.01
20240901120008,0,1003.56,53.08,21.36,103851.46,1543.47
20240901121008,0,1003.5,52.63,21.83,104628.07,1552.18
20240901122008,0,1003.43,52.5,21.94,104493.49,1572.09
20240901123008,0,1003.41,53.73,20.63,104653.05,1564.03
20240901124008,0,1003.33,53.26,21.01,105677.09,1571.45
20240901125008,0,1003.26,52.94,21.1,105325.98,1568.8
20240901130008,0,1003.14,52.04,21.29,103304.31,1561.8
20240901131008,0,1002.96,52,21.8,100038.67,1550.06
20240901132008,0,1002.95,52.12,21.43,98315.61,1566.25
20240901133008,0,1003,52.53,21.15,92390.1,1474.66
20240901134008,0,1002.97,52.3,21.31,90959.25,1504.4
20240901135008,0,1002.84,52.27,21.36,88897.99,1481.32
20240901140008,0,1002.67,52.43,21.09,86260.18,1452.39
20240901141008,0,1002.57,53.28,20.12,81937.5,1420.84
20240901142008,0,1002.42,52.33,20.54,75463.72,1362.99
20240901143008,0,1002.29,52.12,20.79,71644.46,1296.1
20240901144008,0,1002.18,52.47,20.77,69318.58,1241.91
20240901145008,0,1002.04,50.76,22.15,26963.31,113.39
20240901150008,0,1001.87,42.1,33,9933.92,20.85
20240901151008,0,1001.84,38.64,40.69,9221.33,18.26
20240901152008,0,1001.82,37.71,43.79,8670.25,16.41
