20240924090004,0,1007.78,43.58,74.57,87226.6,985.89
20240924091004,0,1007.67,44.05,54.35,72565.43,860.03
20240924092004,0,1007.63,43.99,50.77,53322.57,532.69
20240924093004,0,1007.56,41.21,60.42,47014.51,640.08
20240924094004,0,1007.59,41.83,56.47,82167.33,985.81
20240924095004,0,1007.64,44.23,48.69,99579.39,992.72
20240924100004,0,1007.69,46.08,42.65,103288.68,965.98
20240924101004,0,1007.61,46.56,40.7,117437.28,989.11
20240924102004,0,1007.59,46.29,39.89,117758.2,1003.44
20240924103004,0,1007.52,46.65,39.15,108290.47,979.17
20240924104004,0,1007.42,47.65,36.62,117758.2,988.44
20240924105004,0,1007.34,47.68,35.88,110749.31,967.21
20240924110004,0,1007.22,47.64,35.64,117758.2,991.7
20240924111004,0,1007.1,46.96,36.55,79440.74,824.08
20240924112004,0,1006.94,45.11,39.71,99867.26,974.38
20240924113004,0,1006.82,45.88,37.68,80288.86,884.72
20240924114004,0,1006.73,46.68,37.16,109894.72,1003.56
20240924115004,0,1006.62,47.53,36.48,112590.21,982.39
20240924120004,0,1006.53,47.69,36.38,103135.59,953.21
20240924121004,0,1006.38,46.83,36.56,77731.55,881.44
20240924122004,0,1006.11,44.45,41.71,46524.87,757.38
20240924123004,0,1005.9,42.32,46.57,34508.5,616.03
20240924124004,0,1005.72,41.42,50.06,36641.72,633.55
20240924125004,0,1005.52,42.62,46.9,40365.61,691.12
20240924130004,0,1005.4,44.93,42.86,62747.05,979.71
20240924131004,0,1005.28,42.84,45.48,34641.06,711.37
20240924132004,0,1005.16,41.15,51.96,25053.5,410.09
20240924133004,0,1004.99,40.33,56,29897.16,484.72
20240924134004,0,1004.92,39.45,61.6,29175.33,467.9
20240924135004,0,1004.74,38.28,68.97,22423.25,241.58
20240924140004,0,1004.61,37.49,75.34,16596.08,151.29
20240924141004,0,1004.5,36.86,82.13,17351.5,170.15
20240924142004,0,1004.46,36.66,82.98,15527.25,135.58
20240924143004,0,1004.54,35.43,94.77,10728.58,58.45
